feature,source,identified_name,isomer,Mode,Adduct,MMD,KEGGID,HMDBID
HILIC_265.042677067989_179.580253803703,annotation,5'-Dehydrouridine,N,C18,M+Na,Y,C21079,NA
HILIC_265.111626572992_70.1548935421315,annotation,2-(6'-Methylthio)hexylmalic acid,N,C18,M+H,Y,C17226,NA
HILIC_265.122250647956_82.3543509621863,annotation,"alpha,alpha'-Diethyl-3,4,3',4'-stilbenetetraol",N,C18,M+H-2H2O,N,C14739,NA
HILIC_265.143454269858_30.5289687444876,annotation,Abscisate,N,C18,M+H,N,C06082,HMDB0035140
C18_265.147834083767_138.89631282061,annotation,2-Butyloctyl sulfate,N,C18,M-H,N,C22403,NA
HILIC_265.154564550599_37.363469796233,annotation,10-Hydroxy-alpha-humulene,N,C18,M+2Na-H,N,C20229,NA
HILIC_265.216152065369_22.449015727302,annotation,Norlinolenic acid,N,C18,M+H,N,C16344,NA
HILIC_265.252673852111_286.740008923333,annotation,(9Z)-Octadecenoic acid,N,C18,M+H-H2O,Y,C00712,HMDB0000207
C18_265.955969494733_22.3643304399516,annotation,Methylselenocysteine Se-oxide,N,C18,M-H+HCOONa,N,C18905,NA
HILIC_266.074543452672_59.2225012451672,annotation,Cytidine,N,C18,M+Na,N,C00475,HMDB0000089
C18_266.089122234751_27.9402208039293,annotation,Adenosine,N,C18,M-H,Y,C00212,HMDB0000050
HILIC_267.05905521697_221.671116151086,annotation,Uridine,N,C18,M+Na,Y,C00299,HMDB0000296
C18_267.073027761908_25.9116450757626,annotation,2-O-(alpha-D-Glucopyranosyl)-D-glycerate,N,C18,M-H,N,C19792,NA
C18_267.079257479131_35.5776226402301,annotation,Encecalin,N,C18,M+Cl,N,C09005,NA
C18_267.090648880252_293.540782107154,annotation,Melatonin,N,C18,M+Cl,N,C01598,HMDB0001389
HILIC_267.110104679715_60.4025261162828,annotation,8-Oxodeoxycoformycin,N,C18,M+H,N,C02957,NA
C18_267.113774959759_163.623790564892,annotation,Lysergic acid,N,C18,M-H,N,C07541,NA
C18_267.126664947008_291.23243478498,annotation,"(S)-2',6'-Pipecoloxylidide",N,C18,M+Cl,Y,C16575,NA
HILIC_267.159016133615_28.7190460475493,annotation,Xanthoxic acid,N,C18,M+H,N,C13454,NA
HILIC_267.170947562122_33.5242725873474,annotation,Falcarinol,N,C18,M+Na,N,C08450,NA
HILIC_267.195419903018_288.963045632033,annotation,Juvenile hormone III,N,C18,M+H,N,C09694,NA
C18_267.196366875686_135.260850357554,annotation,"(2E,6E)-Farnesol",N,C18,M+FA-H,Y,C01126,NA
HILIC_267.26826344392_285.933141585904,annotation,Octadecanoic acid,N,C18,M+H-H2O,Y,C01530,HMDB0000827
C18_268.093921879964_292.402152450711,annotation,4-Acetamido-2-amino-6-nitrotoluene,N,C18,M+Hac-H,Y,C16420,HMDB0060384
HILIC_268.103856881722_45.8311926479242,annotation,Adenosine,N,C18,M+H,Y,C00212,HMDB0000050
C18_268.88734952991_84.6596329582393,annotation,"beta-2,3,4,5,6-Pentachlorocyclohexanol",N,C18,M-H,N,C16181,NA
C18_268.973681960941_21.5825057469313,annotation,4-Sulfobenzoate,N,C18,M-H+HCOONa,N,C02236,NA
C18_268.983138784975_22.3743620222184,annotation,Benzoyl phosphate,N,C18,M-H+HCOONa,N,C06206,HMDB0060440
HILIC_269.017285905464_177.263881402492,annotation,Hydroxyanthraquinone,N,C18,M+2Na-H,Y,C02980,HMDB0243898
HILIC_269.02902062601_252.151408436478,annotation,Phenazine-1-carboxylate,N,C18,M+2Na-H,N,C21442,NA
C18_269.053891072515_24.1725142430796,annotation,"alpha,beta-Didehydrotryptophan",N,C18,M-H+HCOONa,N,C06732,NA
HILIC_269.054772703302_71.7173262442195,annotation,"Phenazine-1,6-dicarboxylic acid",N,C18,M+H,Y,C12119,NA
C18_269.077346526944_26.5844363709127,annotation,Clitidine,N,C18,M-H,N,C19977,NA
HILIC_269.087721431464_47.1540266524102,annotation,Inosine,N,C18,M+H,N,C00294,HMDB0000195
C18_269.088389090435_290.011472333114,annotation,"1,3,7-Trimethyluric acid",N,C18,M+Hac-H,N,C16361,HMDB0002123
HILIC_269.114631513559_90.4655003901631,annotation,Xanthatin,N,C18,M+Na,N,C09601,NA
HILIC_269.124433179344_78.5771217567995,annotation,Deoxycoformycin,N,C18,M+H,N,C02267,HMDB0014692
HILIC_269.160551470729_82.4138653007809,annotation,4'-Oxonebramine,N,C18,M+H-2H2O,Y,C21258,NA
C18_269.175763655105_157.435598557634,annotation,(10S)-Juvenile hormone III acid diol,N,C18,M-H,Y,C16506,NA
HILIC_269.210976983838_26.3284197359749,annotation,"2,3-Dihydroxycyclopentaneundecanoic acid",N,C18,M+H-H2O,N,C14987,NA
C18_269.21222049458_281.091501484361,annotation,16-Oxopalmitate,N,C18,M-H,Y,C19614,NA
HILIC_269.247427189435_24.7858245206196,annotation,9E-Heptadecenoic acid,N,C18,M+H,N,C16536,HMDB0031046
C18_270.1095762452_289.697743463977,annotation,"1-(Methylnitrosoamino)-4-(3-pyridinyl)-1,4-butanediol",N,C18,M+FA-H,N,C19577,NA
HILIC_271.059207861889_188.270387015264,annotation,Apigenin,N,C18,M+H,N,C01477,HMDB0002124
HILIC_271.068753244428_292.2322087229,annotation,5-Hydroxyindoleacetylglycine,N,C18,M+Na,N,C05832,HMDB0004185
HILIC_271.07453972302_287.927062574974,annotation,S-(Hydroxyphenylacetothiohydroximoyl)-L-cysteine,N,C18,M+H,N,C17238,NA
C18_271.082072278609_25.7705802384052,annotation,Arbutin,N,C18,M-H,Y,C06186,HMDB0029943
C18_271.103341058358_32.7339923191878,annotation,N(delta)-Hydroxy-N(omega)-methyl-L-arginine,N,C18,M-H+HCOONa,Y,C22419,NA
HILIC_271.103821330515_139.094873539128,annotation,"6-Hydroxyl-1,6-dihydropurine ribonucleoside",N,C18,M+H,N,C04583,NA
C18_271.155107715449_29.6948439351372,annotation,12-Oxo-9(Z)-dodecenoic acid,N,C18,M+Hac-H,Y,C16311,NA
HILIC_271.190228455657_28.733400593046,annotation,(10S)-Juvenile hormone III acid diol,N,C18,M+H,Y,C16506,NA
C18_271.227875816674_155.82061679789,annotation,16-Hydroxypalmitate,N,C18,M-H,Y,C18218,HMDB0006294
HILIC_272.055842873072_203.072946895529,annotation,Narciclasine,N,C18,M+H-2H2O,N,C08533,NA
C18_272.957054154914_19.8757522738009,annotation,"2,4-Dichloro-3-oxoadipate",N,C18,M+FA-H,N,C18244,NA
C18_272.992165769473_21.6287626750616,annotation,L-Iduronate 2-sulfate,N,C18,M-H,Y,C03126,NA
C18_273.001799482503_21.4036777380107,annotation,3-Dehydro-L-gulonate 6-phosphate,N,C18,M-H,N,C14899,NA
C18_273.092383187167_30.6722806118993,annotation,"2,3-Dihydrothienamycin",N,C18,M-H,N,C20820,NA
HILIC_273.120641043602_65.4874173601137,annotation,N-Caffeoylputrescine,N,C18,M+Na,N,C03002,HMDB0029876
C18_273.207145478959_148.824821636066,annotation,1-Dodecanoyl-sn-glycerol,N,C18,M-H,N,C13854,NA
HILIC_274.068649421034_160.337504743442,annotation,N-Feruloylglycine,N,C18,M+Na,N,C02564,HMDB0059747
C18_274.140771736984_31.0676305838672,annotation,epsilon-(gamma-L-Glutamyl)-L-lysine,N,C18,M-H,Y,C21730,NA
C18_275.017401159846_18.8333937524597,annotation,6-Phospho-D-gluconate,N,C18,M-H,N,C00345,HMDB0001316
C18_275.088491722493_20.6000484349882,annotation,C20912,N,C18,M-H,Y,C20912,NA
C18_275.124795038654_22.025392335424,annotation,"N6-(L-1,3-Dicarboxypropyl)-L-lysine",N,C18,M-H,Y,C00449,HMDB0000279
C18_275.201455968408_190.012887808752,annotation,Stearidonic acid,N,C18,M-H,Y,C16300,HMDB0006547
HILIC_275.207737977837_288.726040447883,annotation,"(2R,3R)-3-Methylornithinyl-N6-lysine",N,C18,M+H,N,C20278,NA
HILIC_276.023036191528_156.438218949281,annotation,Eglinazine,N,C18,M+2Na-H,N,C19102,NA
HILIC_276.07149261302_94.1072380651719,annotation,C20911,N,C18,M+H,N,C20911,NA
C18_277.019771505099_60.0581495509621,annotation,4-Chlorochalcone,N,C18,M+Cl,N,C14585,NA
HILIC_277.043421937553_176.387414352623,annotation,2-Hydroxy-7-methoxy-5-methyl-1-naphthoate,N,C18,M+2Na-H,N,C20841,NA
C18_277.059295616443_24.2250958728785,annotation,Thymidine,N,C18,M+Cl,Y,C00214,HMDB0000273
HILIC_277.089443723942_283.20895967202,annotation,3-beta-D-Galactosyl-sn-glycerol,N,C18,M+Na,Y,C05401,HMDB0006790
HILIC_277.102729265317_84.4635674879082,annotation,C20912,N,C18,M+H,Y,C20912,NA
C18_277.111734536659_30.3712167562466,annotation,2-(7'-Methylthio)heptylmalic acid,Y,C18,M-H,N,C17230,NA
C18_277.111734536659_30.3712167562466,annotation,3-(7'-Methylthio)heptylmalic acid,Y,C18,M-H,N,C17231,NA
HILIC_277.128970623959_33.9537316695401,annotation,"(S)-2',6'-Pipecoloxylidide",N,C18,M+2Na-H,Y,C16575,NA
HILIC_277.139364408156_148.6068079241,annotation,"N6-(L-1,3-Dicarboxypropyl)-L-lysine",N,C18,M+H,Y,C00449,HMDB0000279
HILIC_277.179812456114_26.5485227040214,annotation,[6]-Shogaol,N,C18,M+H,N,C10494,HMDB0031463
HILIC_277.179967431016_284.832965150058,annotation,Sugeonyl acetate,N,C18,M+H,N,C17506,NA
C18_277.216613309586_210.683849783096,annotation,"(6Z,9Z,12Z)-Octadecatrienoic acid",N,C18,M-H,Y,C06426,HMDB0003073
C18_278.034753541475_26.7820742354521,annotation,Dopamine 3-O-sulfate,Y,C18,M+FA-H,Y,C13690,HMDB0006275
C18_278.034753541475_26.7820742354521,annotation,Dopamine 4-O-sulfate,Y,C18,M+FA-H,Y,C13691,HMDB0004148
HILIC_278.063707934337_274.750777391543,annotation,Nicotinate D-ribonucleoside,N,C18,M+Na,N,C05841,HMDB0006809
HILIC_278.12477542757_87.0519915164413,annotation,S-(2-Methylpropanoyl)-dihydrolipoamide,N,C18,M+H,N,C04424,HMDB0006868
HILIC_278.986952950323_205.402525449047,annotation,L-Ascorbate 6-phosphate,N,C18,M+Na,N,C16186,NA
C18_278.995860135773_60.0687913054511,annotation,6-Deoxy-6-sulfo-D-fructose,N,C18,M+Cl,Y,C20830,NA
C18_279.123640973145_293.62691405202,annotation,Phaseic acid,N,C18,M-H,Y,C09707,NA
HILIC_279.159044374145_26.4730579568877,annotation,Mono-(2-ethylhexyl)phthalate,N,C18,M+H,N,C03343,HMDB0013248
HILIC_279.231877978754_285.319467969672,annotation,"(6Z,9Z,12Z)-Octadecatrienoic acid",Y,C18,M+H,Y,C06426,HMDB0003073
HILIC_279.231877978754_285.319467969672,annotation,"(9Z,12Z,15Z)-Octadecatrienoic acid",Y,C18,M+H,N,C06427,HMDB0001388
C18_279.232945064027_226.488611440626,annotation,Linoleate,N,C18,M-H,Y,C01595,HMDB0000673
HILIC_279.983117868306_161.067335597285,annotation,Formothion,N,C18,M+Na,N,C18988,HMDB0252447
C18_280.264484622818_225.032566481183,annotation,Oleamide,N,C18,M-H,Y,C19670,HMDB0002117
C18_281.035807925079_27.9298699847702,annotation,5-Fluorodeoxyuridine,N,C18,M+Cl,N,C11736,HMDB0014467
C18_281.103029964681_32.9011570460531,annotation,Octopine,N,C18,M+Cl,Y,C04137,NA
HILIC_281.137804071029_28.2976853978983,annotation,Phaseic acid,Y,C18,M+H,Y,C09707,NA
HILIC_281.137804071029_28.2976853978983,annotation,8'-Hydroxyabscisate,Y,C18,M+H,N,C15514,NA
C18_281.142142284187_291.308051184547,annotation,Mepivacaine,N,C18,M+Cl,N,C07528,HMDB0015096
HILIC_281.174237338089_25.4706831956047,annotation,"1-(3,4-Dihydroxyphenyl)-5-hydroxy-3-decanone",N,C18,M+H,N,C17748,NA
C18_281.190547713583_241.843849144463,annotation,all-trans-Dehydroretinal,N,C18,M-H,N,C05918,HMDB0035695
HILIC_281.247412605723_24.1369840192813,annotation,Linoleate,N,C18,M+H,Y,C01595,HMDB0000673
C18_281.248482265551_242.719241404675,annotation,(9Z)-Octadecenoic acid,N,C18,M-H,Y,C00712,HMDB0000207
C18_281.973639466688_189.340408331868,annotation,Nitrofen,N,C18,M-H,N,C11065,HMDB0041951
C18_282.037776204359_25.9780881683909,annotation,N2-Acetyl-L-aminoadipyl-delta-phosphate,N,C18,M-H,N,C12987,NA
HILIC_282.04843695595_59.6749794495718,annotation,Dicrotophos,N,C18,M+2Na-H,N,C18656,NA
C18_282.084299795128_26.7424299073101,annotation,Guanosine,N,C18,M-H,Y,C00387,HMDB0000133
HILIC_282.279089996969_271.776228037594,annotation,Oleamide,N,C18,M+H,Y,C19670,HMDB0002117
C18_282.280311263719_241.582568629438,annotation,Octadecanamide,N,C18,M-H,Y,C13846,HMDB0034146
HILIC_283.006566988427_197.017660134232,annotation,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate,N,C18,M+2Na-H,N,C04666,HMDB0012208
C18_283.043581840266_24.4066104681954,annotation,cis-(Homo)3-aconitate,N,C18,M-H+HCOONa,N,C20582,NA
C18_283.067677657629_292.748607229243,annotation,Xanthosine,N,C18,M-H,Y,C01762,HMDB0000299
C18_283.103980458803_290.616370493734,annotation,Coformycin,N,C18,M-H,Y,C01677,NA
HILIC_283.153928965208_26.5582233461243,annotation,Dihydrophaseic acid,N,C18,M+H,N,C15971,HMDB0038660
HILIC_283.190341674807_26.4624141070539,annotation,12-trans-Hydroxy juvenile hormone III,N,C18,M+H,N,C16508,NA
C18_283.191452176201_294.135624892082,annotation,(10S)-Juvenile hormone III diol,N,C18,M-H,Y,C16505,NA
HILIC_283.263056874675_20.8360683774118,annotation,(R)-2-Hydroxystearate,Y,C18,M+H-H2O,N,C03042,NA
HILIC_283.263056874675_20.8360683774118,annotation,(S)-2-Hydroxystearate,Y,C18,M+H-H2O,N,C03045,HMDB0062549
C18_283.264282813428_260.791804561989,annotation,Octadecanoic acid,N,C18,M-H,Y,C01530,HMDB0000827
HILIC_284.052968707718_278.271823409978,annotation,N-Acetyl-alpha-D-glucosamine 1-phosphate,N,C18,M+H-H2O,N,C04501,NA
HILIC_284.098860652077_57.0893596667429,annotation,Guanosine,N,C18,M+H,Y,C00387,HMDB0000133
HILIC_284.294804285241_249.558381823606,annotation,Octadecanamide,N,C18,M+H,Y,C13846,HMDB0034146
HILIC_285.04901891795_111.022053714484,annotation,5-Fluorouridine,N,C18,M+Na,Y,C16633,HMDB0060396
C18_285.097877876233_26.0457449955676,annotation,Salicin,N,C18,M-H,N,C01451,HMDB0003546
C18_285.112429049063_27.9849312367337,annotation,(-)-Sativan,N,C18,M-H,N,C10526,HMDB0030521
HILIC_285.119061693008_136.632893860066,annotation,Coformycin,N,C18,M+H,Y,C01677,NA
HILIC_285.205971388975_26.7739154395772,annotation,(10S)-Juvenile hormone III diol,N,C18,M+H,Y,C16505,NA
C18_285.207052979647_32.1429172146089,annotation,Hexadecanedioate,N,C18,M-H,N,C19615,HMDB0000672
HILIC_285.242341455589_26.8110935073056,annotation,2-Methoxy-6Z-hexadecenoic acid,N,C18,M+H,N,C13946,NA
C18_285.243368801367_168.280797853569,annotation,"1,2-Epoxyhexadecane",N,C18,M+FA-H,N,C14499,HMDB0033792
C18_286.064893251903_165.890565697062,annotation,1D-1-Guanidino-1-deoxy-3-dehydro-scyllo-inositol,N,C18,M-H+HCOONa,Y,C04673,NA
HILIC_286.101760889072_79.1579914978762,annotation,N-(3-Oxooctanoyl)homoserine lactone,N,C18,M+2Na-H,N,C11841,NA
HILIC_286.143546190265_28.8287902627456,annotation,Piperine,N,C18,M+H,N,C03882,HMDB0029377
C18_286.950823189155_102.035746668286,annotation,"2,4-Dichlorophenoxyacetate",N,C18,M-H+HCOONa,N,C03664,HMDB0041797
C18_287.052054874814_23.2076661976517,annotation,5'-Dehydrouridine,N,C18,M+FA-H,Y,C21079,NA
C18_287.06194464663_215.516592314408,annotation,Benzo[a]pyrene,N,C18,M+Cl,N,C07535,HMDB0062469
HILIC_287.069996331444_76.1533255125843,annotation,Tetrangulol,N,C18,M+H-H2O,N,C12397,NA
HILIC_287.092045526107_156.683091956229,annotation,Dihydrokalafungin dihydroquinone form,N,C18,M+H-H2O,N,C18360,NA
C18_287.222688018692_217.380154069475,annotation,"10,16-Dihydroxyhexadecanoic acid",N,C18,M-H,Y,C08285,HMDB0037798
C18_288.013395520255_36.4799949421881,annotation,"7,8-Dihydroxykynurenate",N,C18,M-H+HCOONa,Y,C01111,NA
HILIC_288.105358872826_88.391696189926,annotation,N6-Methyl-2'-deoxyadenosine,N,C18,M+Na,N,C03795,NA
HILIC_288.118933164373_114.488416645968,annotation,Clavamycin E,N,C18,M+H,N,C17365,NA
C18_288.12043651725_23.6999483810823,annotation,Isotabtoxin,N,C18,M-H,Y,C20919,NA
HILIC_288.216711409372_35.2044787298987,annotation,L-Octanoylcarnitine,N,C18,M+H,N,C02838,HMDB0000791
C18_288.908728042497_167.476209588249,annotation,"2,3,5-Trichloro-cis,cis-muconate",N,C18,M+FA-H,N,C12833,NA
C18_288.915991052473_166.304766861504,annotation,"2,4,4',6-Tetrachlorobiphenyl",N,C18,M-H,N,C14364,NA
HILIC_289.016944185543_82.6356534718732,annotation,2-Chloro-beta-(4-chlorophenyl)phenethyl alcohol,N,C18,M+Na,N,C14905,NA
C18_289.032961972702_21.5500342434292,annotation,Sedoheptulose 7-phosphate,N,C18,M-H,Y,C05382,HMDB0001068
C18_289.1150221659_21.9868869185917,annotation,N-(L-Arginino)succinate,N,C18,M-H,Y,C03406,HMDB0000052
C18_289.123418292099_27.7265167725952,annotation,"trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene",N,C18,M-H,N,C19490,HMDB0060517
HILIC_289.127366907664_28.3428913874839,annotation,Anagyrine,N,C18,M+2Na-H,N,C10750,NA
HILIC_290.134451346373_79.8591501182058,annotation,Isotabtoxin,N,C18,M+H,Y,C20919,NA
C18_290.966217900515_21.1057430409647,annotation,"alpha-D-Ribose 1,2-cyclic phosphate 5-phosphate",N,C18,M-H,N,C20440,NA
C18_291.007676418455_60.4700504919657,annotation,Carboxyphosphamide,N,C18,M-H,Y,C07646,HMDB0060449
C18_291.099447205018_62.0782128457805,annotation,Mephobarbital,N,C18,M+FA-H,N,C07829,HMDB0014987
HILIC_291.129739214253_148.469644540334,annotation,N-(L-Arginino)succinate,N,C18,M+H,Y,C03406,HMDB0000052
C18_291.196578968379_177.181848311177,annotation,Etherolenic acid,N,C18,M-H,N,C16319,NA
HILIC_291.231688287328_28.0186067630203,annotation,Androsterone,N,C18,M+H,N,C00523,HMDB0000031
HILIC_291.974983532648_90.8463737093482,annotation,N-Phosphotaurocyamine,N,C18,M+2Na-H,N,C03149,NA
C18_292.080299419072_24.1639116952234,annotation,6-Benzylaminopurine,N,C18,M-H+HCOONa,Y,C11263,HMDB0039238
HILIC_292.133215612249_149.107667639218,annotation,(S)-Scoulerine,N,C18,M+H-2H2O,N,C02106,HMDB0304001
HILIC_292.138928987276_33.6399980856843,annotation,S-(2-Methylbutanoyl)-dihydrolipoamide,N,C18,M+H,N,C05118,HMDB0006869
C18_292.923238902204_21.1058139233224,annotation,"2,5-Dichloro-4-oxohex-2-enedioate",N,C18,M-H+HCOONa,N,C12835,HMDB0060363
C18_293.027858299715_23.0822687020731,annotation,Chorismate,N,C18,M-H+HCOONa,N,C00251,HMDB0012199
C18_293.212192058814_151.313533831165,annotation,"(9S,13S,15Z)-12-Oxo-10,11-dihydrophyto-15-enoate",N,C18,M-H,Y,C04780,HMDB0301805
HILIC_293.247367287676_27.4770946757077,annotation,16alpha-Hydroxysteroid,N,C18,M+H,N,C01090,NA
C18_294.093735544048_28.7882242193892,annotation,Citalopram aldehyde,N,C18,M-H,N,C16612,HMDB0060462
HILIC_295.072444533297_169.747132019979,annotation,Thienamycin,N,C18,M+Na,Y,C06664,NA
HILIC_295.077779323243_100.265283870941,annotation,Arbutin,N,C18,M+Na,Y,C06186,HMDB0029943
C18_295.081356857592_34.3265780290165,annotation,Dehypoxanthine futalosine,N,C18,M-H,N,C17010,NA
HILIC_295.095919828035_93.4418245486829,annotation,Acetylshikonin,N,C18,M+H-2H2O,N,C17413,HMDB0247936
HILIC_295.190266468963_29.2176539801362,annotation,[6]-Gingerol,N,C18,M+H,N,C10462,HMDB0005783
HILIC_295.226731774447_25.9189098291325,annotation,"(9S,13S,15Z)-12-Oxo-10,11-dihydrophyto-15-enoate",N,C18,M+H,Y,C04780,HMDB0301805
C18_295.227746720438_287.487618025754,annotation,18-Oxooleate,N,C18,M-H,N,C19617,NA
C18_296.037609598438_26.6747235153068,annotation,"4-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde",N,C18,M-H+HCOONa,N,C04796,NA
C18_297.028240471071_197.162378187078,annotation,5-Fluorouridine,N,C18,M+Cl,Y,C16633,HMDB0060396
HILIC_297.05668313626_207.209970657228,annotation,Deoxyinosine,N,C18,M+2Na-H,N,C05512,HMDB0000071
C18_297.083411895991_292.269627622902,annotation,3-Deoxy-D-manno-octulosonate,N,C18,M+Hac-H,N,C01187,HMDB0244292
HILIC_297.205944184733_29.0121733908941,annotation,10-Deoxymethynolide,N,C18,M+H,N,C11993,NA
HILIC_297.242339851633_25.6642993041267,annotation,9(S)-HODE,N,C18,M+H,N,C14767,HMDB0004670
HILIC_297.242545568834_293.394005989769,annotation,"9,10,18-Trihydroxystearate",N,C18,M+H-2H2O,Y,C19621,HMDB0034295
C18_297.243406173141_193.51473490472,annotation,"9,10-Epoxystearate",N,C18,M-H,Y,C19418,HMDB0247617
C18_297.243415537006_284.036961415943,annotation,18-Hydroxyoleate,N,C18,M-H,N,C19616,NA
C18_297.27981625134_272.018149019145,annotation,Nonadecanoic acid,N,C18,M-H,N,C16535,HMDB0000772
HILIC_298.096835341274_37.8397237700773,annotation,5'-Methylthioadenosine,N,C18,M+H,Y,C00170,HMDB0001173
HILIC_298.274037960975_26.257125990286,annotation,3-Ketosphingosine,N,C18,M+H,N,C06121,NA
HILIC_299.055992946236_136.120458841909,annotation,"2',7-Dihydroxy-4',5'-methylenedioxyisoflavone",Y,C18,M+H,Y,C16226,NA
HILIC_299.055992946236_136.120458841909,annotation,5-Hydroxypseudobaptigenin,Y,C18,M+H,N,C19727,NA
HILIC_299.100146019253_180.18444948751,annotation,7-Methylxanthosine,N,C18,M+H,N,C16352,HMDB0301918
C18_299.113493183366_27.70378207578,annotation,Salidroside,N,C18,M-H,N,C06046,NA
C18_299.201424360092_200.214689726608,annotation,Retinoate,N,C18,M-H,N,C00777,HMDB0001852
HILIC_299.258039732111_21.6467787733838,annotation,"9,10-Epoxystearate",N,C18,M+H,Y,C19418,HMDB0247617
C18_299.259072394024_187.130614834407,annotation,Hexadecanal,N,C18,M+Hac-H,N,C00517,HMDB0001551
C18_300.039155061064_23.4504065017923,annotation,N-Acetylglucosamine 4-sulfate,Y,C18,M-H,N,C03953,NA
C18_300.039155061064_23.4504065017923,annotation,N-Acetyl-D-glucosamine 6-sulfate,Y,C18,M-H,N,C04132,HMDB0000592
C18_300.048942876635_21.7268732250011,annotation,N-Acetyl-alpha-D-galactosamine 1-phosphate,N,C18,M-H,Y,C18060,HMDB0059626
HILIC_300.180502617787_25.0805781813645,annotation,Indicine,N,C18,M+H,N,C10326,NA
HILIC_300.289667786311_25.4700581390048,annotation,3-Dehydrosphinganine,N,C18,M+H,N,C02934,HMDB0001480
HILIC_300.97449054102_56.3216437687468,annotation,4-Methylumbelliferone sulfate,N,C18,M+2Na-H,N,C11585,HMDB0240465
C18_301.077591549909_166.102137138923,annotation,N(delta)-Hydroxy-N(omega)-methyl-N(omega)-nitroso-L-citrulline,N,C18,M-H+HCOONa,N,C22422,NA
C18_301.084132056043_165.519349308101,annotation,Clofibrate,N,C18,M+Hac-H,N,C06916,HMDB0014774
C18_301.116852440214_30.4511568390882,annotation,(2S)-2-Amino-4-{[(1R)-1-carboxy-2-(1H-imidazol-4-yl)ethyl]amino}butanoate,N,C18,M+FA-H,N,C22025,NA
HILIC_301.152118371452_279.23556652081,annotation,Dapdiamide A,N,C18,M+H,Y,C20962,NA
C18_301.216618074338_206.922243105793,annotation,"ent-3beta-Hydroxycassa-12,15-dien-2-one",N,C18,M-H,N,C21826,NA
C18_301.220415085685_290.197359266039,annotation,2-N-Undecyltetrahydrothiophene,N,C18,M+Hac-H,N,C11082,NA
HILIC_302.063409606457_209.876186376043,annotation,N-Acetyl-D-mannosamine 6-phosphate,N,C18,M+H,N,C04257,HMDB0001121
HILIC_302.880877674177_60.1437665244388,annotation,Triphosphate,N,C18,M+2Na-H,Y,C00536,NA
C18_303.012574615928_32.6323121529295,annotation,2-Dehydro-3-deoxy-6-phospho-D-gluconate,N,C18,M+FA-H,N,C04442,HMDB0001376
C18_303.083305332986_20.8788753189496,annotation,N-Acetylaspartylglutamate,N,C18,M-H,Y,C12270,HMDB0001067
HILIC_303.118287700727_88.4496922736744,annotation,3''-Deamino-3''-oxonicotianamine,N,C18,M+H,Y,C15486,NA
